date,campaign_name,channel,region,impressions,clicks,signups,transactions,transaction_amount,campaign_cost,active_users,payment_type,customer_segment
2025-04-19,Merchant Payment Promo,Google Ads,Rangpur,28790,1740,524,389,658933.41,5038.26,19690,Mobile Recharge,New User
2025-04-19,Eid Offer,SMS,Chattogram,127038,8730,1632,1300,5448128.01,4535.41,9752,Bill Pay,Premium User
2025-04-20,Student Recharge Promo,YouTube,Rangpur,27214,1311,244,160,48437.43,4402.83,2274,Bill Pay,New User
2025-04-20,Ramadan Campaign,Facebook,Sylhet,36909,2603,310,189,164605.31,5682.43,23049,QR Payment,New User
2025-04-21,Bill Pay Campaign,Email,Rangpur,24670,1244,255,200,166887.13,443.81,29287,Bill Pay,New User
2025-04-21,Bill Pay Campaign,YouTube,Mymensingh,56420,2888,347,230,220209.19,16913.01,23852,Send Money,New User
2025-04-21,Bill Pay Campaign,Facebook,Rajshahi,40534,2668,590,218,185682.22,6987.16,10063,Bill Pay,Student
2025-04-21,Cashback Offer,Push Notification,Dhaka,105520,9012,2553,2501,1435963.33,3333.29,36478,QR Payment,Existing User
2025-04-22,QR Payment Campaign,Email,Chattogram,12897,555,132,71,28759.11,579.21,21235,Merchant Payment,Student
2025-04-22,App Signup Bonus,SMS,Dhaka,44183,3246,1125,580,658330.34,1963.59,44554,Bill Pay,Premium User
2025-04-23,Bill Pay Campaign,YouTube,Mymensingh,35966,1663,329,199,182727.1,7798.11,20234,QR Payment,New User
2025-04-23,Student Recharge Promo,Google Ads,Chattogram,40906,2077,635,409,728872.48,3145.82,37415,Bill Pay,Merchant
2025-04-23,Ramadan Campaign,Email,Sylhet,97031,3978,556,511,3042383.92,3634.69,48945,Merchant Payment,Premium User
2025-04-23,Bill Pay Campaign,Google Ads,Mymensingh,19278,1100,236,107,104683.28,4265.43,31451,Bill Pay,Student
2025-04-24,Bill Pay Campaign,YouTube,Sylhet,18939,1064,151,125,59195.18,3762.69,33881,Bill Pay,Existing User
2025-04-24,QR Payment Campaign,YouTube,Khulna,73183,1605,216,179,215779.17,6676.53,8553,Mobile Recharge,New User
2025-04-24,Eid Offer,Facebook,Rajshahi,75554,7220,1539,713,1030077.14,15393.26,2031,Merchant Payment,Student
2025-04-24,Eid Offer,Email,Sylhet,56089,2149,468,340,1093105.89,917.72,7605,Bill Pay,Premium User
2025-04-25,Eid Offer,Google Ads,Rangpur,12243,809,195,88,426947.24,940.27,30806,Bill Pay,Merchant
2025-04-25,Bill Pay Campaign,Push Notification,Khulna,28418,3434,871,622,2630289.59,491.07,22825,Merchant Payment,Merchant
2025-04-25,Student Recharge Promo,SMS,Mymensingh,13301,872,215,141,369368.11,1107.4,23646,Mobile Recharge,Merchant
2025-04-25,Cashback Offer,SMS,Rangpur,26773,2009,549,393,1297306.38,3317.98,24990,Mobile Recharge,Premium User
2025-04-25,Ramadan Campaign,SMS,Rangpur,23734,2188,624,600,2656681.66,1643.02,5719,Send Money,Merchant
2025-04-25,App Signup Bonus,Push Notification,Sylhet,70499,4505,1688,1071,805353.08,3067.51,3564,QR Payment,Premium User
2025-04-26,App Signup Bonus,YouTube,Sylhet,24610,1848,319,128,26944.84,2834.01,1774,QR Payment,Student
2025-04-26,Bill Pay Campaign,Google Ads,Rangpur,49338,2975,574,487,336053.55,7917.3,29944,Send Money,Student
2025-04-27,Bill Pay Campaign,SMS,Mymensingh,49580,4191,1192,1124,2918105.14,3981.74,23647,Bill Pay,Merchant
2025-04-27,Merchant Payment Promo,Google Ads,Rangpur,20510,886,150,99,179423.62,2123.96,22145,Mobile Recharge,Existing User
2025-04-27,Student Recharge Promo,SMS,Khulna,41313,3512,918,402,265022.51,2013.0,13136,Merchant Payment,New User
2025-04-27,Merchant Payment Promo,Facebook,Chattogram,94493,5961,1494,968,4072573.62,9304.09,17066,Send Money,Merchant
2025-04-27,App Signup Bonus,YouTube,Rajshahi,67186,1563,200,159,66319.32,6844.09,13982,Merchant Payment,Student
2025-04-27,App Signup Bonus,Push Notification,Mymensingh,20896,1576,396,161,133401.56,1026.2,18547,Mobile Recharge,Student
2025-04-27,Cashback Offer,Push Notification,Sylhet,56327,6054,1781,1314,1566142.8,3104.19,8100,Mobile Recharge,Merchant
2025-04-28,Bill Pay Campaign,Email,Rajshahi,22183,871,93,38,21719.47,753.19,11307,QR Payment,Student
2025-04-28,App Signup Bonus,Facebook,Khulna,42615,2239,392,155,50267.62,7286.41,29416,Mobile Recharge,New User
2025-04-28,Merchant Payment Promo,SMS,Chattogram,27358,2932,836,644,1304273.78,3172.45,26493,Mobile Recharge,Premium User
2025-04-28,Ramadan Campaign,Facebook,Barishal,9152,420,100,50,125026.64,834.08,35029,Send Money,Existing User
2025-04-29,Merchant Payment Promo,YouTube,Rajshahi,80818,3124,354,295,1120106.06,21475.81,20437,Send Money,Merchant
2025-04-29,Cashback Offer,SMS,Chattogram,117789,5968,1593,718,462253.54,8984.77,19898,Merchant Payment,Student
2025-04-29,App Signup Bonus,SMS,Khulna,48626,2995,983,717,860203.05,5053.44,12892,QR Payment,Merchant
2025-04-30,App Signup Bonus,SMS,Mymensingh,77082,4338,1134,751,1200791.24,8378.52,9448,Bill Pay,Existing User
2025-04-30,Cashback Offer,Email,Chattogram,98318,3186,463,294,500783.47,2141.13,6143,Merchant Payment,Merchant
2025-04-30,Cashback Offer,YouTube,Sylhet,25832,499,85,45,32969.89,7818.69,16767,Merchant Payment,Existing User
2025-04-30,Merchant Payment Promo,Email,Dhaka,102427,3653,760,365,1234745.42,3836.75,41587,Mobile Recharge,Merchant
2025-04-30,Ramadan Campaign,Email,Chattogram,53514,3026,796,677,897453.45,2388.47,25635,Send Money,New User
2025-05-01,Ramadan Campaign,Google Ads,Chattogram,137766,7593,1528,786,217031.58,18348.48,7071,Send Money,Student
2025-05-01,Ramadan Campaign,Facebook,Khulna,83413,5019,1275,721,268880.17,14367.23,14493,Send Money,Student
2025-05-01,QR Payment Campaign,YouTube,Rangpur,40936,794,99,67,147776.86,12512.05,21407,Mobile Recharge,Merchant
2025-05-01,Merchant Payment Promo,Email,Chattogram,93692,4305,562,307,583949.14,3482.08,38794,QR Payment,Premium User
2025-05-01,QR Payment Campaign,Google Ads,Sylhet,40414,1434,324,218,185781.6,5794.47,8603,Merchant Payment,New User
2025-05-01,Student Recharge Promo,Facebook,Dhaka,117263,5571,1025,817,948723.82,7125.14,6712,Send Money,Merchant
2025-05-01,QR Payment Campaign,Push Notification,Rangpur,63039,5414,1561,1074,483474.7,3316.91,4020,Merchant Payment,Student
2025-05-01,Bill Pay Campaign,YouTube,Mymensingh,69310,4095,505,365,163343.97,5764.11,18620,Mobile Recharge,Existing User
2025-05-01,Eid Offer,Email,Rangpur,44368,1997,470,190,247792.17,2083.3,9907,Mobile Recharge,New User
2025-05-02,Merchant Payment Promo,Facebook,Rangpur,43217,2057,511,321,882083.24,3731.67,2164,QR Payment,Premium User
2025-05-02,Student Recharge Promo,YouTube,Barishal,34654,1347,104,101,56516.87,3006.49,16036,Bill Pay,Existing User
2025-05-02,Ramadan Campaign,Google Ads,Rangpur,17903,783,152,134,190102.51,4171.85,10382,Send Money,New User
2025-05-03,Cashback Offer,Google Ads,Chattogram,26007,1011,201,143,200658.77,2625.1,41948,Mobile Recharge,New User
2025-05-03,Bill Pay Campaign,Push Notification,Chattogram,103367,8972,2367,1914,1833564.4,5629.57,31296,Merchant Payment,Premium User
2025-05-03,Student Recharge Promo,YouTube,Barishal,34089,1744,255,99,15825.43,3715.39,14170,Merchant Payment,Student
2025-05-03,App Signup Bonus,SMS,Khulna,70072,4503,1484,1168,1163693.66,7417.92,18480,Bill Pay,Existing User
2025-05-03,QR Payment Campaign,Facebook,Khulna,63286,4226,908,713,1571617.99,6946.99,24939,Merchant Payment,Premium User
2025-05-03,Student Recharge Promo,Email,Sylhet,16836,496,108,83,72486.53,573.71,16927,Bill Pay,Merchant
2025-05-04,App Signup Bonus,Facebook,Chattogram,95324,4948,899,761,769369.59,8502.67,7103,Send Money,Premium User
2025-05-04,App Signup Bonus,SMS,Sylhet,74587,3902,1119,630,196961.99,4677.34,6381,Send Money,Student
2025-05-04,Eid Offer,Google Ads,Rangpur,33896,1902,409,350,468157.73,6204.13,16124,Bill Pay,Existing User
2025-05-04,Student Recharge Promo,Facebook,Barishal,38641,1939,396,220,492293.7,7942.94,21228,QR Payment,Merchant
2025-05-04,App Signup Bonus,Google Ads,Khulna,27233,860,139,83,180296.77,2958.49,2107,Bill Pay,Premium User
2025-05-04,Merchant Payment Promo,SMS,Chattogram,71596,5483,1283,966,1539413.38,7600.46,10232,Bill Pay,Merchant
2025-05-04,Merchant Payment Promo,YouTube,Rajshahi,19847,742,139,116,122176.86,5096.25,6026,Merchant Payment,Student
2025-05-05,Student Recharge Promo,Push Notification,Rajshahi,51154,2878,1203,456,299289.17,2367.51,4654,Send Money,New User
2025-05-05,Cashback Offer,YouTube,Rajshahi,16117,647,79,65,86424.13,4944.23,25080,Send Money,Existing User
2025-05-05,Eid Offer,Google Ads,Khulna,18864,1467,310,257,258603.06,1480.92,4305,Mobile Recharge,New User
2025-05-05,Student Recharge Promo,Google Ads,Chattogram,16774,600,80,32,11617.08,2781.59,31697,QR Payment,New User
2025-05-06,Ramadan Campaign,SMS,Khulna,62320,3393,734,564,215756.18,3661.72,14115,Bill Pay,Student
2025-05-06,Bill Pay Campaign,YouTube,Chattogram,17061,1143,94,83,140680.78,4786.05,47077,Bill Pay,Merchant
2025-05-06,Cashback Offer,YouTube,Rangpur,21467,1019,132,86,260722.25,4953.57,1218,Bill Pay,Premium User
2025-05-06,Eid Offer,SMS,Rajshahi,9986,655,184,107,49756.47,752.81,5743,Merchant Payment,Student
2025-05-06,QR Payment Campaign,Facebook,Sylhet,50443,3244,605,367,384977.88,3901.23,13067,Bill Pay,Existing User
2025-05-06,Eid Offer,YouTube,Sylhet,14268,873,42,33,29983.79,1171.0,1832,Bill Pay,New User
2025-05-07,Bill Pay Campaign,SMS,Rangpur,65339,4731,1028,665,215151.41,3571.94,21728,Send Money,Student
2025-05-07,Merchant Payment Promo,Push Notification,Rajshahi,44029,3996,1291,999,1424948.5,1622.25,8442,Send Money,Merchant
2025-05-07,Eid Offer,Facebook,Sylhet,13437,718,201,101,121716.68,1663.59,17732,Send Money,New User
2025-05-07,Bill Pay Campaign,Push Notification,Chattogram,57038,5242,1251,866,1887104.33,1179.31,3456,Bill Pay,Merchant
2025-05-08,Bill Pay Campaign,Facebook,Chattogram,125384,8329,1378,983,1623976.93,25124.45,45300,Merchant Payment,Existing User
2025-05-08,QR Payment Campaign,Facebook,Chattogram,28478,1434,281,143,205029.62,4740.93,33071,Mobile Recharge,Existing User
2025-05-09,Cashback Offer,YouTube,Mymensingh,16647,559,82,37,92591.63,3425.03,23896,QR Payment,Merchant
2025-05-09,Ramadan Campaign,Email,Rajshahi,72349,3732,740,338,158560.91,1110.92,20906,QR Payment,Student
2025-05-09,Ramadan Campaign,Email,Rajshahi,23456,981,288,259,879690.98,702.24,9213,Bill Pay,Premium User
2025-05-10,Merchant Payment Promo,Push Notification,Dhaka,83858,10616,3853,1638,2696332.38,4646.03,21253,Send Money,Premium User
2025-05-10,Bill Pay Campaign,Email,Khulna,7666,68,5,4,7675.37,157.95,15011,Bill Pay,Merchant
2025-05-10,Eid Offer,YouTube,Barishal,28122,1692,287,278,1217206.96,3708.72,15605,Merchant Payment,Merchant
2025-05-10,Bill Pay Campaign,Email,Sylhet,31257,2730,582,513,1200870.43,590.29,15495,Send Money,Premium User
2025-05-11,Cashback Offer,YouTube,Rangpur,60824,3975,521,238,193624.04,18951.33,17129,QR Payment,New User
2025-05-11,Merchant Payment Promo,Google Ads,Chattogram,97453,3156,461,361,1024647.12,14648.45,49018,Mobile Recharge,Merchant
2025-05-11,App Signup Bonus,Email,Sylhet,18821,876,130,87,81876.21,649.34,13574,Send Money,New User
2025-05-11,App Signup Bonus,Facebook,Sylhet,35449,1640,354,225,165819.15,4113.41,19369,Merchant Payment,New User
2025-05-11,Eid Offer,Push Notification,Mymensingh,51426,4883,1336,486,543930.7,1039.79,24942,Bill Pay,New User
2025-05-11,Bill Pay Campaign,YouTube,Rajshahi,17205,825,82,79,256477.46,2309.5,21789,Mobile Recharge,Merchant
2025-05-11,Eid Offer,Google Ads,Khulna,50786,2671,689,508,985527.08,3801.3,23578,Bill Pay,Merchant
2025-05-11,Eid Offer,YouTube,Rajshahi,92474,5297,870,565,852335.04,13484.93,14612,Mobile Recharge,New User
2025-05-13,Student Recharge Promo,YouTube,Chattogram,89454,3277,750,394,808889.46,15014.38,6765,QR Payment,Merchant
2025-05-13,QR Payment Campaign,Push Notification,Chattogram,50790,4665,1471,646,765571.21,2625.09,2643,Send Money,Existing User
2025-05-13,Eid Offer,Facebook,Sylhet,80158,4553,816,744,3524587.21,14595.83,24789,QR Payment,Merchant
2025-05-14,App Signup Bonus,YouTube,Barishal,32770,947,92,90,29049.08,7600.73,5426,Bill Pay,Existing User
2025-05-14,Merchant Payment Promo,Facebook,Barishal,20468,528,85,43,68087.35,2705.94,2261,Mobile Recharge,Existing User
2025-05-14,Cashback Offer,SMS,Chattogram,155143,12087,2760,2545,1719055.66,8728.11,18903,Send Money,Existing User
2025-05-15,Eid Offer,Facebook,Mymensingh,29885,1388,272,201,249400.31,2417.37,8259,Merchant Payment,New User
2025-05-15,App Signup Bonus,Facebook,Dhaka,85463,3264,651,479,101449.21,12043.75,21291,QR Payment,Student
2025-05-15,Merchant Payment Promo,Push Notification,Mymensingh,10345,789,218,120,319896.9,516.23,12934,Bill Pay,Premium User
2025-05-15,Bill Pay Campaign,YouTube,Barishal,32882,605,137,122,319481.62,7564.87,4610,Bill Pay,Premium User
2025-05-15,Student Recharge Promo,Push Notification,Barishal,48389,3796,1366,1133,961182.89,786.54,1721,Bill Pay,New User
2025-05-15,Cashback Offer,YouTube,Rajshahi,39208,2538,607,285,113269.79,11257.85,19172,QR Payment,Student
2025-05-15,Merchant Payment Promo,Email,Barishal,4524,291,38,32,9719.13,100.07,16662,Merchant Payment,Student
2025-05-16,App Signup Bonus,Push Notification,Chattogram,42893,3640,1017,530,1071948.86,1829.17,29165,Merchant Payment,Premium User
2025-05-16,Eid Offer,Email,Rangpur,52457,1428,406,311,487187.93,784.44,4263,Bill Pay,New User
2025-05-16,Ramadan Campaign,YouTube,Chattogram,57324,2359,258,139,172930.03,4826.12,22277,QR Payment,Merchant
2025-05-16,Eid Offer,SMS,Rangpur,28148,2655,713,463,1107643.84,2097.03,17955,Mobile Recharge,Premium User
2025-05-16,Merchant Payment Promo,Push Notification,Barishal,39740,2408,683,542,2080662.57,1724.79,7982,Bill Pay,Premium User
2025-05-16,Ramadan Campaign,Email,Chattogram,133838,2680,567,306,318854.68,2220.13,8478,Send Money,Student
2025-05-17,Ramadan Campaign,YouTube,Mymensingh,56796,283,9,4,3421.95,10374.04,22378,Merchant Payment,Student
2025-05-17,QR Payment Campaign,Facebook,Mymensingh,22829,1089,248,89,44232.23,4433.4,27075,Mobile Recharge,Student
2025-05-18,QR Payment Campaign,Email,Dhaka,46182,1595,284,138,165651.88,1194.78,36569,Mobile Recharge,New User
2025-05-18,QR Payment Campaign,Email,Dhaka,97840,3691,956,865,1629268.75,4729.34,10301,Merchant Payment,Premium User
2025-05-18,Cashback Offer,Push Notification,Mymensingh,39373,3612,1082,645,503274.35,2286.73,25948,QR Payment,Student
2025-05-18,Ramadan Campaign,Google Ads,Rangpur,36244,1083,290,148,121468.29,7099.28,7441,QR Payment,Student
2025-05-18,Merchant Payment Promo,Facebook,Barishal,22062,1428,270,231,431101.41,2338.76,23623,Mobile Recharge,Merchant
2025-05-19,App Signup Bonus,YouTube,Chattogram,18765,945,112,52,76184.38,1706.35,36560,Bill Pay,Premium User
2025-05-19,Merchant Payment Promo,SMS,Chattogram,106292,8467,1922,1484,5617384.85,10395.21,15438,QR Payment,Merchant
2025-05-19,Ramadan Campaign,Email,Rangpur,9080,205,23,20,23722.89,198.24,9964,Send Money,Merchant
2025-05-19,Eid Offer,YouTube,Barishal,29119,1471,230,167,691611.53,6158.58,5010,QR Payment,Premium User
2025-05-20,Eid Offer,Push Notification,Barishal,30598,3348,1046,807,508189.74,618.55,8507,Bill Pay,New User
2025-05-20,Eid Offer,Push Notification,Barishal,25281,1689,304,225,764577.82,1276.74,9782,QR Payment,Premium User
2025-05-21,QR Payment Campaign,SMS,Khulna,20305,1307,202,103,82012.44,2291.15,13898,Merchant Payment,Student
2025-05-21,Ramadan Campaign,YouTube,Chattogram,103940,519,44,19,33927.49,16653.39,44590,Mobile Recharge,Existing User
2025-05-21,Merchant Payment Promo,Email,Sylhet,55567,2619,517,383,406023.7,1959.8,27763,Mobile Recharge,Student
2025-05-21,Eid Offer,Push Notification,Rangpur,39973,2842,1060,531,1351680.17,1757.82,24378,Merchant Payment,Merchant
2025-05-22,Bill Pay Campaign,Google Ads,Khulna,6831,195,51,36,27057.05,636.43,25909,Send Money,Existing User
2025-05-22,Eid Offer,Google Ads,Barishal,41070,1703,428,191,168816.68,9773.14,7262,Mobile Recharge,Student
2025-05-22,Ramadan Campaign,Email,Chattogram,99404,2416,347,335,323012.66,5041.07,41667,QR Payment,Premium User
2025-05-22,Merchant Payment Promo,Email,Dhaka,13877,385,82,44,31437.92,394.59,53471,Send Money,Existing User
2025-05-23,Student Recharge Promo,Google Ads,Mymensingh,40146,1201,218,153,142856.86,4983.36,15444,QR Payment,Premium User
2025-05-23,Merchant Payment Promo,SMS,Chattogram,37899,2154,654,606,654799.98,3696.1,24416,Merchant Payment,Premium User
2025-05-23,Cashback Offer,YouTube,Rangpur,34672,1657,472,462,871644.17,6328.28,3073,Merchant Payment,Existing User
2025-05-23,Student Recharge Promo,Facebook,Sylhet,76072,1040,131,101,17831.56,14071.98,29387,Merchant Payment,Student
2025-05-23,Merchant Payment Promo,Email,Khulna,46599,2476,274,120,192289.55,1152.19,26430,Send Money,Existing User
2025-05-23,Eid Offer,YouTube,Rangpur,28134,1030,93,82,77529.2,5164.44,5423,Send Money,Student
2025-05-24,Cashback Offer,Push Notification,Barishal,14983,1223,318,299,283357.01,941.37,10905,Merchant Payment,Premium User
2025-05-24,QR Payment Campaign,Google Ads,Sylhet,59329,1708,318,180,192422.18,6104.78,9088,QR Payment,New User
2025-05-24,Ramadan Campaign,YouTube,Mymensingh,7742,403,56,48,104491.09,710.11,23784,Bill Pay,Existing User
2025-05-25,App Signup Bonus,YouTube,Rangpur,39505,621,69,56,44160.34,7592.09,8945,Merchant Payment,New User
2025-05-25,Eid Offer,Push Notification,Barishal,51484,5744,1188,603,1766355.19,1841.08,8523,QR Payment,Premium User
2025-05-26,Ramadan Campaign,YouTube,Sylhet,86385,4661,578,478,714719.7,21876.71,6752,Send Money,Merchant
2025-05-26,Ramadan Campaign,Push Notification,Rajshahi,18941,1425,388,193,212344.62,466.39,2223,Merchant Payment,New User
2025-05-26,Ramadan Campaign,SMS,Khulna,58238,5978,1045,684,648532.92,2534.07,3185,Send Money,New User
2025-05-27,QR Payment Campaign,YouTube,Mymensingh,30452,1977,366,170,86922.35,5994.77,9213,Merchant Payment,Existing User
2025-05-27,App Signup Bonus,SMS,Barishal,9416,662,226,179,294238.81,779.43,19913,QR Payment,Merchant
2025-05-27,App Signup Bonus,Email,Sylhet,75705,2237,396,207,142761.91,2678.82,33486,Merchant Payment,Merchant
2025-05-28,Merchant Payment Promo,Facebook,Mymensingh,20252,1080,296,159,97088.16,2060.55,24755,Mobile Recharge,Existing User
2025-05-28,Cashback Offer,Push Notification,Sylhet,13620,1242,411,326,901302.62,666.84,6166,Send Money,Premium User
2025-05-28,Student Recharge Promo,Push Notification,Sylhet,32278,3286,1143,715,572883.24,1696.55,25378,Send Money,Existing User
2025-05-28,Eid Offer,Email,Khulna,32129,1579,384,139,117106.13,670.21,22038,Bill Pay,Student
2025-05-29,Eid Offer,YouTube,Barishal,14634,655,94,40,36972.05,2354.09,20920,Send Money,Student
2025-05-29,QR Payment Campaign,Google Ads,Chattogram,32327,1160,116,65,42325.39,6610.71,13068,Bill Pay,Student
2025-05-29,Cashback Offer,Email,Dhaka,142506,9259,402,227,241407.89,6421.97,52193,Mobile Recharge,Existing User
2025-05-29,Cashback Offer,Google Ads,Rangpur,37710,1913,413,391,593948.09,6133.19,16025,Bill Pay,Existing User
2025-05-30,Student Recharge Promo,Push Notification,Khulna,23539,1804,517,361,845166.56,873.13,30609,Mobile Recharge,Merchant
2025-05-30,App Signup Bonus,Email,Chattogram,139621,4946,1573,978,765003.08,4330.39,7122,QR Payment,New User
2025-05-30,QR Payment Campaign,Push Notification,Rangpur,40101,4156,1441,987,469130.39,2511.75,15015,Send Money,Student
2025-05-31,App Signup Bonus,Push Notification,Rajshahi,47119,3170,912,769,1806871.31,1345.29,15907,QR Payment,Merchant
2025-05-31,Eid Offer,SMS,Rangpur,53053,3775,813,453,571189.79,5096.07,25361,Merchant Payment,Existing User
2025-05-31,QR Payment Campaign,Push Notification,Chattogram,60374,5609,1224,851,1644339.25,2720.15,11363,Mobile Recharge,Premium User
2025-05-31,Student Recharge Promo,Google Ads,Rangpur,20601,1358,403,332,100117.99,5415.9,19168,Merchant Payment,Existing User
2025-05-31,Merchant Payment Promo,YouTube,Barishal,45698,2516,274,227,353209.59,10831.51,7429,Mobile Recharge,New User
2025-06-01,Bill Pay Campaign,Google Ads,Rangpur,8852,452,109,59,82196.07,631.06,13286,Merchant Payment,Existing User
2025-06-02,Student Recharge Promo,Facebook,Dhaka,111217,6387,1779,1145,1234563.18,21514.48,56081,Mobile Recharge,Existing User
2025-06-02,Eid Offer,Email,Sylhet,34127,1916,260,202,265520.25,1075.66,46810,Send Money,Student
2025-06-02,Student Recharge Promo,SMS,Dhaka,143745,10696,2111,1286,1104249.77,6473.14,30794,QR Payment,Premium User
2025-06-03,Merchant Payment Promo,YouTube,Dhaka,97352,1953,365,268,132860.09,27883.09,47011,Mobile Recharge,New User
2025-06-03,Bill Pay Campaign,Email,Sylhet,59268,1855,436,304,964589.68,1269.91,14717,Mobile Recharge,Merchant
2025-06-03,Merchant Payment Promo,Google Ads,Chattogram,80335,5662,979,559,913289.7,12049.8,25754,Merchant Payment,Premium User
2025-06-03,Cashback Offer,Push Notification,Rangpur,35361,3275,1112,644,168322.58,1638.32,20980,Merchant Payment,Student
2025-06-03,Merchant Payment Promo,Email,Rangpur,36724,2617,529,422,529785.29,1261.82,12603,Bill Pay,Student
2025-06-04,Ramadan Campaign,Facebook,Khulna,58100,3719,329,166,525019.42,7879.41,23942,Mobile Recharge,Premium User
2025-06-04,QR Payment Campaign,Google Ads,Mymensingh,9111,406,96,52,36109.98,2448.26,25073,Mobile Recharge,Student
2025-06-05,Eid Offer,YouTube,Rangpur,13618,733,185,148,259995.82,2695.16,11279,Send Money,Merchant
2025-06-05,App Signup Bonus,SMS,Khulna,21766,1218,291,246,291275.65,959.14,4447,Send Money,Premium User
2025-06-05,Ramadan Campaign,SMS,Mymensingh,21806,1768,527,309,380530.69,735.13,17110,Send Money,Student
2025-06-05,App Signup Bonus,Email,Chattogram,9000,365,68,56,35992.39,468.14,45179,Send Money,Existing User
2025-06-05,Ramadan Campaign,Email,Rangpur,78388,1435,235,192,235452.38,1763.3,24806,QR Payment,Student
2025-06-06,QR Payment Campaign,SMS,Chattogram,63836,4791,1475,1119,1115209.27,4983.96,2975,Send Money,New User
2025-06-07,Merchant Payment Promo,Google Ads,Rajshahi,14804,826,179,66,33837.36,3533.93,27478,Mobile Recharge,Student
2025-06-07,Cashback Offer,Push Notification,Rajshahi,14626,1176,323,206,198040.89,760.48,13633,Bill Pay,Student
2025-06-07,Student Recharge Promo,Push Notification,Khulna,40206,3330,1210,700,1439396.93,1648.42,21074,Bill Pay,Premium User
2025-06-08,QR Payment Campaign,YouTube,Barishal,13294,376,66,40,33064.45,4138.2,24999,QR Payment,Existing User
2025-06-08,Bill Pay Campaign,Push Notification,Sylhet,37163,2311,647,378,421802.8,637.09,23851,Merchant Payment,Premium User
2025-06-08,Student Recharge Promo,Push Notification,Rajshahi,67710,5034,1655,1551,1881059.1,2105.44,32220,Merchant Payment,Existing User
2025-06-09,Cashback Offer,Email,Rangpur,14990,872,236,147,180964.98,511.3,15486,Merchant Payment,New User
2025-06-09,QR Payment Campaign,Push Notification,Chattogram,120604,8685,2345,2158,4269828.8,4718.53,40651,Mobile Recharge,Premium User
2025-06-09,Ramadan Campaign,Facebook,Barishal,42728,2835,632,345,392509.18,5454.49,20172,QR Payment,Existing User
2025-06-09,Cashback Offer,YouTube,Chattogram,43704,1785,268,139,243335.0,4893.67,25344,Merchant Payment,Premium User
2025-06-10,Eid Offer,Facebook,Khulna,24204,1183,252,196,860015.18,4041.83,35013,QR Payment,Premium User
2025-06-11,QR Payment Campaign,YouTube,Barishal,24928,1226,170,141,194903.42,4742.42,16465,Mobile Recharge,Merchant
2025-06-11,Student Recharge Promo,Facebook,Sylhet,74419,4287,1092,679,657995.5,12770.03,25410,QR Payment,New User
2025-06-11,Bill Pay Campaign,Push Notification,Chattogram,61065,5887,1697,1360,601711.12,1088.3,49332,Bill Pay,New User
2025-06-11,Ramadan Campaign,YouTube,Rangpur,15503,77,8,3,4399.83,2969.03,17235,Mobile Recharge,New User
2025-06-12,Student Recharge Promo,Push Notification,Barishal,47311,2685,686,647,718924.04,2501.45,22514,Bill Pay,Premium User
2025-06-12,QR Payment Campaign,Push Notification,Rajshahi,46477,3666,1239,1047,1181388.42,2355.87,4649,Merchant Payment,Merchant
2025-06-12,Ramadan Campaign,Push Notification,Dhaka,60538,7253,2605,1594,2428160.55,1177.04,39634,Mobile Recharge,Existing User
2025-06-13,App Signup Bonus,SMS,Barishal,63560,4297,1027,671,365904.44,6326.83,15532,Send Money,Student
2025-06-13,App Signup Bonus,Push Notification,Dhaka,106534,7313,1672,1459,3021396.44,6122.8,50922,Bill Pay,Premium User
2025-06-13,Ramadan Campaign,Push Notification,Sylhet,21863,2244,865,661,521796.94,359.37,24571,Send Money,Existing User
2025-06-14,App Signup Bonus,YouTube,Rajshahi,37406,1045,185,139,195115.84,12014.23,10855,Mobile Recharge,Premium User
2025-06-14,Student Recharge Promo,Email,Sylhet,21814,1178,35,13,9142.61,329.07,32279,Mobile Recharge,New User
2025-06-14,App Signup Bonus,Facebook,Dhaka,86510,5793,1405,807,316707.07,17963.89,63774,Merchant Payment,Existing User
2025-06-14,Eid Offer,SMS,Rangpur,9846,563,152,137,636873.45,1078.12,21431,Send Money,Merchant
2025-06-14,Eid Offer,Push Notification,Sylhet,52602,4409,1502,1386,5053677.12,2176.26,34838,Mobile Recharge,Premium User
2025-06-15,Student Recharge Promo,SMS,Sylhet,25061,1843,385,230,184422.66,1987.66,14427,QR Payment,New User
2025-06-15,Merchant Payment Promo,Facebook,Rangpur,32375,1469,400,309,139149.57,3582.43,24445,Bill Pay,Student
2025-06-15,Bill Pay Campaign,YouTube,Chattogram,97434,5924,1349,1011,1349104.06,22383.87,18289,Send Money,New User
2025-06-15,App Signup Bonus,Push Notification,Dhaka,52521,4188,1546,1478,935549.13,1387.64,31504,QR Payment,Existing User
2025-06-15,Cashback Offer,Facebook,Dhaka,119272,5640,1623,1242,4263464.52,14083.29,46383,QR Payment,Merchant
2025-06-16,Merchant Payment Promo,SMS,Mymensingh,41283,3083,879,540,187316.19,2112.8,25449,QR Payment,Student
2025-06-16,Eid Offer,YouTube,Rajshahi,78086,5190,155,146,852311.97,23161.07,11271,Merchant Payment,Premium User
2025-06-16,Eid Offer,Facebook,Rajshahi,43963,1607,348,203,394472.17,7231.17,25026,Bill Pay,New User
2025-06-16,Bill Pay Campaign,Email,Chattogram,93979,1149,146,97,117430.72,2941.66,14289,Mobile Recharge,Premium User
